key,localPath,contentType,cacheControl,sha256,sizeBytes
previews/cinematic/cinematic_016_preview.mp3,previews/cinematic/cinematic_016_preview.mp3,audio/mpeg,"public, max-age=31536000, immutable",6a6c10717f72f0192b8a0fb7663435cafe85b9e079663663ae9fa27a886545ef,360847
audio/cinematic/cinematic_017.mp3,audio/cinematic/cinematic_017.mp3,audio/mpeg,"public, max-age=31536000, immutable",515717a451439af78050985736f83709dcfc1638888a7fe8b0db3a6bd2235ded,1520369
previews/cinematic/cinematic_017_preview.mp3,previews/cinematic/cinematic_017_preview.mp3,audio/mpeg,"public, max-age=31536000, immutable",ed681781bbfb06b087727287459d2781f69631eda1992270edd506997059053c,360847
audio/cinematic/cinematic_018.mp3,audio/cinematic/cinematic_018.mp3,audio/mpeg,"public, max-age=31536000, immutable",bb5c62439eae8ca917031ebe707200540ce913e2d2ff08ba0599a728c9bd3427,1729767
previews/cinematic/cinematic_018_preview.mp3,previews/cinematic/cinematic_018_preview.mp3,audio/mpeg,"public, max-age=31536000, immutable",f1216b5dad5f6e0ed1cf4fdf11e18ade0ad81aeec9de05b7af282395f34240fb,360847
audio/cinematic/cinematic_019.mp3,audio/cinematic/cinematic_019.mp3,audio/mpeg,"public, max-age=31536000, immutable",07775ac6226bf2d7872e60b6d87f257419694b9ba5cc9d665b60627fa828c91a,2305923
previews/cinematic/cinematic_019_preview.mp3,previews/cinematic/cinematic_019_preview.mp3,audio/mpeg,"public, max-age=31536000, immutable",ca4dff005f1ddd0e391ddca281be9b20b0197d5684d2dfdef3ff8f53d82118d6,360847
audio/cinematic/cinematic_020.mp3,audio/cinematic/cinematic_020.mp3,audio/mpeg,"public, max-age=31536000, immutable",d1ddc20fd50811c221b6c2f19d5ce8a9625dae38fae37c12e75416164eb98db5,2170505
previews/cinematic/cinematic_020_preview.mp3,previews/cinematic/cinematic_020_preview.mp3,audio/mpeg,"public, max-age=31536000, immutable",b69e2a3d2bfe059bb5895a5b7f78ccd55faab4b632139a83b8602d70ec5b874e,360847
audio/chill/chill_009.mp3,audio/chill/chill_009.mp3,audio/mpeg,"public, max-age=31536000, immutable",7a1f038127cf551f8fe9ed315d484520d1022a9ec71c31a26a07c13d3d3efee3,4217460
previews/chill/chill_009_preview.mp3,previews/chill/chill_009_preview.mp3,audio/mpeg,"public, max-age=31536000, immutable",60efc0470f6033138040ab55504b5e45802e22ed4e49df0ca0d45c962554c778,360847
audio/chill/chill_010.mp3,audio/chill/chill_010.mp3,audio/mpeg,"public, max-age=31536000, immutable",7113639e5cd9a9fe8a7bbeaa2696ccfa150a564e8739bc9aa8dda02db700d886,3456356
previews/chill/chill_010_preview.mp3,previews/chill/chill_010_preview.mp3,audio/mpeg,"public, max-age=31536000, immutable",5babd86168001affc7918dc1afec66ad02e5cfd4361487a002a19274e15ff545,360847
audio/chill/chill_011.mp3,audio/chill/chill_011.mp3,audio/mpeg,"public, max-age=31536000, immutable",5a92d05833ca8054db0caa126221debc03d6eece034421fc2624b7a088791cd7,4032513
previews/chill/chill_011_preview.mp3,previews/chill/chill_011_preview.mp3,audio/mpeg,"public, max-age=31536000, immutable",51c72f13a897225cc8c1b2785c1236477f9934fa9d642f47ef71a1b0d38a4281,360847
audio/chill/chill_012.mp3,audio/chill/chill_012.mp3,audio/mpeg,"public, max-age=31536000, immutable",4aed62c24c1e22c0a40e68a01aa90ad5af8f3653b7c8ba61726aacf077d6f90f,5134671
previews/chill/chill_012_preview.mp3,previews/chill/chill_012_preview.mp3,audio/mpeg,"public, max-age=31536000, immutable",e588b603522f198eb66ef18da295b940715eb65977048991c8138f7c3d323313,360847
